locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_02550	CDS	267				hypothetical protein
ERR2663496_02551	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
ERR2663496_02552	CDS	357	yffB		COG1393	Protein YffB
ERR2663496_02553	CDS	1128	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
ERR2663496_02554	CDS	201				hypothetical protein
ERR2663496_02555	CDS	2016	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
ERR2663496_02556	CDS	864			COG2321	putative protein
ERR2663496_02557	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ERR2663496_02558	CDS	1035	bamC		COG3317	Outer membrane protein assembly factor BamC
ERR2663496_02559	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
ERR2663496_02560	CDS	573	gcvR		COG2716	Glycine cleavage system transcriptional repressor
ERR2663496_02561	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
ERR2663496_02562	CDS	1140	garK_3	2.7.1.165	COG1929	Glycerate 2-kinase
ERR2663496_02563	CDS	1269	gntP		COG2610	High-affinity gluconate transporter
ERR2663496_02564	CDS	726	cdaR_2		COG3835	Carbohydrate diacid regulator
ERR2663496_02565	CDS	378	cdaR_3		COG3835	Carbohydrate diacid regulator
ERR2663496_02566	CDS	1068				hypothetical protein
ERR2663496_02567	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
ERR2663496_02568	CDS	360	yfgD		COG1393	putative protein YfgD
ERR2663496_02569	CDS	726	hda		COG0593	DnaA regulatory inactivator Hda
ERR2663496_02570	CDS	1290	uraA		COG2233	Uracil permease
ERR2663496_02571	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
ERR2663496_02572	CDS	1038	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
ERR2663496_02573	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ERR2663496_02574	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
ERR2663496_02575	CDS	1542	ppx	3.6.1.11	COG0248	Exopolyphosphatase
ERR2663496_02576	CDS	2214	pdeF	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeF
ERR2663496_02577	CDS	174	yfgG			Protein YfgG
ERR2663496_02578	CDS	483				hypothetical protein
ERR2663496_02579	CDS	540				hypothetical protein
ERR2663496_02580	CDS	690				hypothetical protein
ERR2663496_02581	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
ERR2663496_02582	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
ERR2663496_02583	CDS	1350	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
ERR2663496_02584	CDS	771	yfaL		COG3468	putative autotransporter YfaL
ERR2663496_02585	CDS	4089				hypothetical protein
ERR2663496_02586	CDS	1506				hypothetical protein
ERR2663496_02587	CDS	1191				hypothetical protein
ERR2663496_02588	CDS	3159				hypothetical protein
ERR2663496_02589	CDS	1248				hypothetical protein
ERR2663496_02590	CDS	6393				hypothetical protein
ERR2663496_02591	CDS	966				hypothetical protein
ERR2663496_02592	CDS	1881				hypothetical protein
ERR2663496_02593	CDS	252				hypothetical protein
ERR2663496_02594	CDS	222	yfgJ			putative protein YfgJ
ERR2663496_02595	CDS	1473	der		COG1160	GTPase Der
ERR2663496_02596	CDS	1179	bamB		COG1520	Outer membrane protein assembly factor BamB
ERR2663496_02597	CDS	621				hypothetical protein
ERR2663496_02598	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
ERR2663496_02599	CDS	1119	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
ERR2663496_02600	CDS	975	rodZ		COG1426	Cytoskeleton protein RodZ
ERR2663496_02601	CDS	1167	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
ERR2663496_02602	CDS	432	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
ERR2663496_02603	CDS	864	napF_1			Ferredoxin-type protein NapF
ERR2663496_02604	CDS	810				hypothetical protein
ERR2663496_02605	CDS	630	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ERR2663496_02606	CDS	1116	dmsA_3	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
ERR2663496_02607	CDS	1281	ynfF_2	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
ERR2663496_02608	CDS	2316	pbpC		COG4953	Penicillin-binding protein 1C
ERR2663496_02609	CDS	4935	yfhM		COG2373	Alpha-2-macroglobulin
ERR2663496_02610	CDS	843	sseA_1	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
ERR2663496_02611	CDS	225				hypothetical protein
ERR2663496_02612	CDS	669				hypothetical protein
ERR2663496_02613	CDS	777				hypothetical protein
ERR2663496_02614	CDS	180				hypothetical protein
ERR2663496_02615	CDS	1284	pepB	3.4.11.23	COG0260	Peptidase B
ERR2663496_02616	CDS	201	iscX		COG2975	Protein IscX
ERR2663496_02617	CDS	336	fdx		COG0633	2Fe-2S ferredoxin
ERR2663496_02618	CDS	1851	hscA		COG0443	Chaperone protein HscA
ERR2663496_02619	CDS	516	hscB		COG1076	Co-chaperone protein HscB
ERR2663496_02620	CDS	324	iscA		COG0316	Iron-binding protein IscA
ERR2663496_02621	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
ERR2663496_02622	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
ERR2663496_02623	CDS	495	iscR		COG1959	HTH-type transcriptional regulator IscR
ERR2663496_02624	CDS	732	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
ERR2663496_02625	CDS	804	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
ERR2663496_02626	CDS	879			COG1073	putative protein
ERR2663496_02627	CDS	1044	asrA		COG1145	Anaerobic sulfite reductase subunit A
ERR2663496_02628	CDS	819	asrB		COG0543	Anaerobic sulfite reductase subunit B
ERR2663496_02629	CDS	1014	asrC	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
ERR2663496_02630	CDS	708				hypothetical protein
ERR2663496_02631	CDS	285				hypothetical protein
ERR2663496_02632	CDS	639				hypothetical protein
ERR2663496_02633	CDS	1278				hypothetical protein
ERR2663496_02634	CDS	1140	hcaT			putative 3-phenylpropionic acid transporter
ERR2663496_02635	CDS	1254	glyA_1	2.1.2.1	COG0112	Serine hydroxymethyltransferase
ERR2663496_02636	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
ERR2663496_02637	CDS	1545	cadC		COG3710	Transcriptional activator CadC
ERR2663496_02638	CDS	1332	cadB		COG0531	putative cadaverine/lysine antiporter
ERR2663496_02639	CDS	2145	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
ERR2663496_02640	CDS	1461	dtpC		COG3104	Dipeptide and tripeptide permease C
ERR2663496_02641	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II 1
ERR2663496_02642	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
ERR2663496_02643	CDS	765	qseG			Quorum-sensing regulator protein G
ERR2663496_02644	CDS	1386	qseE	2.7.13.3		Sensor histidine kinase QseE
ERR2663496_02645	CDS	3888	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
ERR2663496_02646	CDS	1428	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
ERR2663496_02647	CDS	519	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
ERR2663496_02648	CDS	636	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
ERR2663496_02649	CDS	1362				PTS system EIIBC component
ERR2663496_02650	CDS	894	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
ERR2663496_02651	CDS	849	murR		COG1737	HTH-type transcriptional regulator MurR
ERR2663496_02652	CDS	918	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
ERR2663496_02653	CDS	1197				L-lactate transporter
ERR2663496_02654	CDS	912	hdfR_1			HTH-type transcriptional regulator HdfR
ERR2663496_02655	CDS	261	yfhL		COG1145	Ferredoxin YfhL
ERR2663496_02656	CDS	381	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
ERR2663496_02657	CDS	732	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
ERR2663496_02658	CDS	729	recO		COG1381	DNA repair protein RecO
ERR2663496_02659	CDS	906	era		COG1159	GTPase Era
ERR2663496_02660	CDS	738	rnc	3.1.26.3	COG0571	Ribonuclease 3
ERR2663496_02661	CDS	975	lepB	3.4.21.89	COG0681	Signal peptidase I
ERR2663496_02662	CDS	1800	lepA	3.6.5.-	COG0481	Elongation factor 4
ERR2663496_02663	CDS	480	rseC		COG3086	Protein RseC
ERR2663496_02664	CDS	957	rseB		COG3026	Sigma-E factor regulatory protein RseB
ERR2663496_02665	CDS	651	rseA			Anti-sigma-E factor RseA
ERR2663496_02666	CDS	576	rpoE			ECF RNA polymerase sigma-E factor
ERR2663496_02667	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
ERR2663496_02668	CDS	738	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
ERR2663496_02669	CDS	1335	srmB	3.6.4.13	COG0513	ATP-dependent RNA helicase SrmB
ERR2663496_02670	CDS	753	argP_1			HTH-type transcriptional regulator ArgP
ERR2663496_02671	CDS	588	eamB		COG1280	Cysteine/O-acetylserine efflux protein
ERR2663496_02672	CDS	384	grcA		COG3445	Autonomous glycyl radical cofactor
ERR2663496_02673	CDS	690	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
ERR2663496_02674	CDS	1038	yfiF	2.1.1.-	COG0566	putative tRNA/rRNA methyltransferase YfiF
ERR2663496_02675	CDS	420	trxC	1.8.1.8	COG0526	Thioredoxin 2
ERR2663496_02676	CDS	681				hypothetical protein
ERR2663496_02677	CDS	2661	pat	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase Pat
ERR2663496_02678	CDS	1356	pssA	2.7.8.8	COG1502	CDP-diacylglycerol--serine O-phosphatidyltransferase
ERR2663496_02679	CDS	324				hypothetical protein
ERR2663496_02680	CDS	1302	kgtP			Alpha-ketoglutarate permease
ERR2663496_02681	CDS	456				hypothetical protein
ERR2663496_02682	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
ERR2663496_02683	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
ERR2663496_02684	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
ERR2663496_02685	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
ERR2663496_02686	CDS	3111	sbcC		COG0419	Nuclease SbcCD subunit C
ERR2663496_02687	CDS	606	araJ_1		COG2814	Putative transporter AraJ
ERR2663496_02688	CDS	549	araJ_2		COG2814	Putative transporter AraJ
ERR2663496_02689	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
ERR2663496_02690	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
ERR2663496_02691	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
ERR2663496_02692	CDS	543				hypothetical protein
ERR2663496_02693	CDS	111				hypothetical protein
ERR2663496_02694	CDS	192	yaiA			putative protein YaiA
ERR2663496_02695	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
ERR2663496_02696	CDS	456				hypothetical protein
ERR2663496_02697	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
ERR2663496_02698	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
ERR2663496_02699	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
ERR2663496_02700	CDS	261	iraP			Anti-adapter protein IraP
ERR2663496_02701	CDS	1200	sbnD_1			Staphyloferrin B transporter
ERR2663496_02702	CDS	684				hypothetical protein
ERR2663496_02703	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
ERR2663496_02704	CDS	216				hypothetical protein
ERR2663496_02705	CDS	309	yaiY			Inner membrane protein YaiY
ERR2663496_02706	CDS	1095				hypothetical protein
ERR2663496_02707	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
ERR2663496_02708	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
ERR2663496_02709	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
ERR2663496_02710	CDS	2886				hypothetical protein
ERR2663496_02711	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
ERR2663496_02712	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
ERR2663496_02713	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
ERR2663496_02714	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
ERR2663496_02715	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
ERR2663496_02716	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
ERR2663496_02717	CDS	276				hypothetical protein
ERR2663496_02718	CDS	633	rhtC_1		COG1280	Threonine efflux protein
ERR2663496_02719	CDS	2091	fhuA_3		COG1629	Ferrichrome outer membrane transporter/phage receptor
ERR2663496_02720	CDS	1005	rhaR_4			HTH-type transcriptional activator RhaR
ERR2663496_02721	CDS	132				hypothetical protein
ERR2663496_02722	CDS	1011	appB_2	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
ERR2663496_02723	CDS	1404				hypothetical protein
ERR2663496_02724	CDS	102				hypothetical protein
ERR2663496_02725	CDS	2406				hypothetical protein
ERR2663496_02726	CDS	543				hypothetical protein
ERR2663496_02727	CDS	1959				hypothetical protein
ERR2663496_02728	CDS	1254	yjhB_1			Putative metabolite transport protein YjhB
ERR2663496_02729	CDS	114				hypothetical protein
ERR2663496_02730	CDS	195				hypothetical protein
ERR2663496_02731	CDS	387	oprM		COG1538	Outer membrane protein OprM
ERR2663496_02732	CDS	360				hypothetical protein
ERR2663496_02733	CDS	528				hypothetical protein
ERR2663496_02734	CDS	525	ail_1		COG3637	Attachment invasion locus protein
ERR2663496_02735	CDS	549				hypothetical protein
ERR2663496_02736	CDS	744				hypothetical protein
ERR2663496_02737	CDS	1575	pdeN_2	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
ERR2663496_02738	CDS	279				hypothetical protein
ERR2663496_02739	CDS	267				hypothetical protein
ERR2663496_02740	CDS	735				hypothetical protein
ERR2663496_02741	CDS	537	sfaA			S-fimbrial protein subunit SfaA
ERR2663496_02742	CDS	762	yadV_2			putative fimbrial chaperone YadV
ERR2663496_02743	CDS	2562	fimD_3		COG3188	Outer membrane usher protein FimD
ERR2663496_02744	CDS	873				hypothetical protein
ERR2663496_02745	CDS	411				hypothetical protein
ERR2663496_02746	CDS	759	yadV_3			putative fimbrial chaperone YadV
ERR2663496_02747	CDS	399				hypothetical protein
ERR2663496_02748	tRNA	76				tRNA-Thr(cgt)
ERR2663496_02749	CDS	1251	proA_1	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
ERR2663496_02750	CDS	1104	proB	2.7.2.11	COG0263	Glutamate 5-kinase
ERR2663496_02751	CDS	1053	phoE		COG3203	Outer membrane porin PhoE
ERR2663496_02752	CDS	402	crl			Sigma factor-binding protein Crl
ERR2663496_02753	CDS	1245				hypothetical protein
ERR2663496_02754	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
ERR2663496_02755	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
ERR2663496_02756	CDS	615	prfB_1		COG1186	Peptide chain release factor RF2
ERR2663496_02757	CDS	1140	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
ERR2663496_02758	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
ERR2663496_02759	CDS	741				hypothetical protein
ERR2663496_02760	CDS	768	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
ERR2663496_02761	CDS	579	gmhA	5.3.1.28	COG0279	Phosphoheptose isomerase
ERR2663496_02762	CDS	2445	fadE	1.3.8.7	COG1960	Acyl-coenzyme A dehydrogenase
ERR2663496_02763	CDS	768	yafV	3.5.1.3		Omega-amidase YafV
ERR2663496_02764	CDS	408				hypothetical protein
ERR2663496_02765	CDS	720	pagN		COG3637	Outer membrane protein PagN
ERR2663496_02766	CDS	618				hypothetical protein
ERR2663496_02767	CDS	456	decR_1		COG1522	DNA-binding transcriptional activator DecR
ERR2663496_02768	CDS	1080				hypothetical protein
ERR2663496_02769	CDS	2688				hypothetical protein
ERR2663496_02770	CDS	576	cfaB			CFA/I fimbrial subunit B
ERR2663496_02771	CDS	636				hypothetical protein
ERR2663496_02772	CDS	378				IS21 family transposase ISEc62
ERR2663496_02773	CDS	168				hypothetical protein
ERR2663496_02774	CDS	702				hypothetical protein
ERR2663496_02775	CDS	612				hypothetical protein
ERR2663496_02776	CDS	822				hypothetical protein
ERR2663496_02777	CDS	471				hypothetical protein
ERR2663496_02778	CDS	2511	caf1A_2		COG3188	F1 capsule-anchoring protein
ERR2663496_02779	CDS	741	caf1M_2		COG3121	Chaperone protein caf1M
ERR2663496_02780	CDS	306				hypothetical protein
ERR2663496_02781	CDS	495				hypothetical protein
ERR2663496_02782	CDS	282				IS3 family transposase IS1351
ERR2663496_02783	CDS	198				hypothetical protein
ERR2663496_02784	CDS	234				hypothetical protein
ERR2663496_02785	CDS	444				hypothetical protein
ERR2663496_02786	CDS	2532	rhsC	3.1.-.-	COG3209	Putative deoxyribonuclease RhsC
ERR2663496_02787	CDS	324	symE_2	3.1.-.-		Endoribonuclease SymE
ERR2663496_02788	CDS	678				hypothetical protein
ERR2663496_02789	CDS	4065	rhsB	3.1.-.-	COG3209	putative deoxyribonuclease RhsB
ERR2663496_02790	CDS	447				hypothetical protein
ERR2663496_02791	CDS	2190				hypothetical protein
ERR2663496_02792	CDS	438				hypothetical protein
ERR2663496_02793	CDS	387				hypothetical protein
ERR2663496_02794	CDS	462				hypothetical protein
ERR2663496_02795	CDS	471				hypothetical protein
ERR2663496_02796	CDS	474				hypothetical protein
ERR2663496_02797	CDS	471				hypothetical protein
ERR2663496_02798	CDS	768				hypothetical protein
ERR2663496_02799	CDS	1920				hypothetical protein
ERR2663496_02800	CDS	1977				hypothetical protein
ERR2663496_02801	CDS	495				hypothetical protein
ERR2663496_02802	CDS	750				hypothetical protein
ERR2663496_02803	CDS	1302	pal_2			Peptidoglycan-associated lipoprotein
ERR2663496_02804	CDS	1344				hypothetical protein
ERR2663496_02805	CDS	537				hypothetical protein
ERR2663496_02806	CDS	486	hcp1_2		COG3157	Protein hcp1
ERR2663496_02807	CDS	426				hypothetical protein
ERR2663496_02808	CDS	402				hypothetical protein
ERR2663496_02809	CDS	1206				hypothetical protein
ERR2663496_02810	CDS	141				hypothetical protein
ERR2663496_02811	CDS	543				hypothetical protein
ERR2663496_02812	CDS	291				hypothetical protein
ERR2663496_02813	CDS	99				hypothetical protein
ERR2663496_02814	CDS	2664	clpV1		COG0542	Protein ClpV1
ERR2663496_02815	CDS	903				hypothetical protein
ERR2663496_02816	CDS	825				hypothetical protein
ERR2663496_02817	CDS	495				hypothetical protein
ERR2663496_02818	CDS	1884				hypothetical protein
ERR2663496_02819	CDS	996				hypothetical protein
ERR2663496_02820	CDS	423				hypothetical protein
ERR2663496_02821	CDS	633				hypothetical protein
ERR2663496_02822	tRNA	77				tRNA-Asp(gtc)
ERR2663496_02823	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
ERR2663496_02824	CDS	468	rnhA_1	3.1.26.4	COG0328	Ribonuclease HI
ERR2663496_02825	CDS	723				hypothetical protein
ERR2663496_02826	CDS	756	gloB	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase
ERR2663496_02827	CDS	1221	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
ERR2663496_02828	CDS	771	ycgJ	2.1.1.-		putative methyltransferase YcgJ
ERR2663496_02829	CDS	801				hypothetical protein
ERR2663496_02830	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
ERR2663496_02831	CDS	915	dmlR_4			HTH-type transcriptional regulator DmlR
ERR2663496_02832	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
ERR2663496_02833	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
ERR2663496_02834	CDS	459	decR_2		COG1522	DNA-binding transcriptional activator DecR
ERR2663496_02835	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
ERR2663496_02836	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
ERR2663496_02837	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
ERR2663496_02838	CDS	1287	amtB			Ammonia channel
ERR2663496_02839	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
ERR2663496_02840	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
ERR2663496_02841	CDS	312	atl		COG3695	DNA base-flipping protein
ERR2663496_02842	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
ERR2663496_02843	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
ERR2663496_02844	CDS	471	ylaC			Inner membrane protein YlaC
ERR2663496_02845	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
ERR2663496_02846	CDS	219	hha			Hemolysin expression-modulating protein Hha
ERR2663496_02847	CDS	375	tomB			Hha toxicity modulator TomB
ERR2663496_02848	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
ERR2663496_02849	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
ERR2663496_02850	CDS	654	acrR		COG1309	HTH-type transcriptional regulator AcrR
ERR2663496_02851	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
ERR2663496_02852	CDS	924				ISNCY family transposase ISRor2
ERR2663496_02853	CDS	168				hypothetical protein
ERR2663496_02854	CDS	393	priC		COG3923	Primosomal replication protein N''
ERR2663496_02855	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
ERR2663496_02856	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
ERR2663496_02857	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
ERR2663496_02858	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
ERR2663496_02859	CDS	606	recR		COG0353	Recombination protein RecR
ERR2663496_02860	CDS	1875	htpG		COG0326	Chaperone protein HtpG
ERR2663496_02861	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
ERR2663496_02862	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
ERR2663496_02863	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
ERR2663496_02864	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
ERR2663496_02865	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
ERR2663496_02866	CDS	126				hypothetical protein
ERR2663496_02867	CDS	1221	fsr			Fosmidomycin resistance protein
ERR2663496_02868	CDS	801	ushA_1		COG0737	Protein UshA
ERR2663496_02869	CDS	855	ushA_2		COG0737	Protein UshA
ERR2663496_02870	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
